Beautifulday04,5.0 out of 5 stars,"
I called this book, the wise ancient man.  It is full of wisdom, it teaches good ways to handle life circumstances that come our way as a leader.  I can't put it down.  it is very thick, the print format is small.  You will not regret buying it.
","Reviewed in the United States on September 2, 2020"
H. Lee,5.0 out of 5 stars,"
I wish I had found this book years ago as a parent, but somehow my 17 year old son came across it and read it and enjoyed it. Authors use of stories about historical figures to describe concepts helps to keep readers interest. It sparked many a conservation between me and my son. I liked it because it helped my son to understand many of the things I I have tried to teach him as he was growing up. It has helped look at and deal with people in a more sophisticated and mature way. In fact, he has has tells me he has been more successful using concepts when playing video games that involve complex social interactions. I am given serious thought on buying more copies to give to my  two other sons as a book they can keep their entire lives.
","Reviewed in the United States on October 5, 2013"
Sean Zanella,5.0 out of 5 stars,"
i dont see how this is any kind of ground breaking information. mostly about basic human manipulation.however, i really do enjoy all of the anecdotes and fables put in to try to serve the point they are trying to make. it is a good collection of short stories and fables. worth the read for that.
","Reviewed in the United States on December 28, 2020"
curtis,5.0 out of 5 stars,"
I felt as though my small library was asking for a hard copy of this book. I see the laws occur everywhere. This book has helped me navigate in life. To pay repect to my ever growing library, I had to invite a hard copy to it. :)
","Reviewed in the United States on June 24, 2022"
Fiercest Feline 247,5.0 out of 5 stars,"
This book is amazing. As you read through it, you’ll become more intrigued and you’ll realize just how true the content is and how so many of the scenarios apply to interactions you’ve had in your life. Very good read.
","Reviewed in the United States on November 30, 2021"
Mike Fair,5.0 out of 5 stars,"
Its like reading the bible lol
","Reviewed in the United States on September 25, 2016"
rosegirlxoxo,4.0 out of 5 stars,"
Whether you are a narcissist or sociopath looking to perfect your game, or just a decent human being trying to survive in a world of narcissists and sociopaths, everyone can benefit from studying the 48 laws.Some of the advice is controversial, and often even contradictory. For example, you are encouraged to protect your reputation at all costs, because once it's gone, there is no getting it back. But, in the very next chapter, the reader is told that there is no such thing as bad publicity, and it is sometimes good to invite scandal. I took off a star because I the book needs to be updated to address issues like social media and cancel culture.The author points out that we are all playing this game. People can piously claim that they are opting out, but in fact they are just losing. As distasteful as that is, I can't disagree with him.
","Reviewed in the United States on February 7, 2021"
Christina McCall,5.0 out of 5 stars,"
Fantastic
","Reviewed in the United States on August 23, 2014"
shep boy r dee,5.0 out of 5 stars,"
Happy happy happy... quick delivery too!!
","Reviewed in the United States on March 22, 2015"
BlackFire23,5.0 out of 5 stars,"
Love it
","Reviewed in the United States on November 1, 2015"
Nathaniel,5.0 out of 5 stars,"
I love reading
","Reviewed in the United States on September 14, 2020"
Rox,4.0 out of 5 stars,"
This was an interesting read but if you are looking to implement this in your life be cautious. The author even warns, 'Too much respect for other people’s wisdom will make you depreciate your own. Be brutal with the past, especially your own, and have no respect for the philosophies that are foisted on you from outside.'
","Reviewed in the United States on February 17, 2018"
avenoh,5.0 out of 5 stars,"
This book help me realized that I was approach my social interaction too idealistically.  Being right is not most important thing, rather doing the right given the situation is the most important thing.
","Reviewed in the United States on May 30, 2014"
Califemme,5.0 out of 5 stars,"
I'm still re-reading this book again, because there's so much information in it to help you navigate people's temperaments and personalities.  Overall, I'd suggest everyone over the age of 16 read this book.  And please, use these powers for GOOD, not evil.
","Reviewed in the United States on January 17, 2013"
Dan,5.0 out of 5 stars,"
Hey online shoppersThe 48 laws of power is a great book. I'm still reading it. This book can be applied to diffrent walk of life. I used it to have leverage over my coworkers and my girlfriend. The best rule in my opinion is Win Through Actions not Argument. You can look up all 48 laws on any search engine but to grasp the full message you have to buy the book. It will start worjing for you as soon as you get it. Its my daily guide in this world of corruption and power. Guard yourself against power, gain power or lose it. This book shows you how to. Amazon.com has such great shipping and low prices you can read my review or your copy and have it by lunch time tomorrow. Happy reading!Dan G.New Jersey
","Reviewed in the United States on December 2, 2010"
LaShanti,5.0 out of 5 stars,"
This book is amazing! I truly learned a lot from it. The 48 laws of power is a great read!
","Reviewed in the United States on December 30, 2014"
Amazon Customer,5.0 out of 5 stars,"
I liked everthing. There is nothing to dislike.
","Reviewed in the United States on March 5, 2018"
Akashi,5.0 out of 5 stars,"
Great book!
","Reviewed in the United States on November 5, 2015"
Dawn D. Cotterell,5.0 out of 5 stars,"
Excellent
","Reviewed in the United States on September 19, 2014"
Pierrew,5.0 out of 5 stars,"
Book was brand new when arrived, detailed description made this buy easy.
","Reviewed in the United States on October 30, 2018"
Sonya,5.0 out of 5 stars,"
This book was purchased as a gift for a friend but he says that he will take his time reading to get all he can out of it
","Reviewed in the United States on October 11, 2013"
Marisela,5.0 out of 5 stars,"
I couldn't wait to get my hands on this book. Even better than I expected. Truly a gift for the reader.
","Reviewed in the United States on June 28, 2018"
Dominick F.,5.0 out of 5 stars,"
Great book! Must have!
","Reviewed in the United States on April 6, 2019"
Amazon Customer,5.0 out of 5 stars,"
THE BEST BOOK EVER..DEFINITELY GLAD I ADDED THIS TO MY COLLECTION
","Reviewed in the United States on January 25, 2016"
Gerald A. Dziesupek,5.0 out of 5 stars,"
Great reading for managers.  Learn what buttons to push on the many different office personalities. Understand how to succeed in office politics.
","Reviewed in the United States on December 31, 2013"
iishia Joseph,5.0 out of 5 stars,"
Very good book.
","Reviewed in the United States on February 26, 2020"
Erin Farley,5.0 out of 5 stars,"
All good
","Reviewed in the United States on May 31, 2016"
Alex Moscoso,5.0 out of 5 stars,"
In the beginning of the book, it says that even if you're not interested in power that you should read it anyway. Because it will prevent others from trying to take over you.
","Reviewed in the United States on March 3, 2013"
Lisa,5.0 out of 5 stars,"
I love the layout of this book. Very simple use.
","Reviewed in the United States on October 5, 2015"
Jacob Yealy,5.0 out of 5 stars,"
Long read for me.  But a lot of historical anecdotes that were interesting and insightful.
","Reviewed in the United States on January 7, 2015"
YG,5.0 out of 5 stars,"
was inperfect shape and no pages missing.
","Reviewed in the United States on November 10, 2016"
Andrea Martinez,5.0 out of 5 stars,"
Book arrived on time. And just as described.
","Reviewed in the United States on February 2, 2020"
Anne Archambeau,5.0 out of 5 stars,"
Great
","Reviewed in the United States on January 23, 2020"
Connie Hill,5.0 out of 5 stars,"
Yes please read
","Reviewed in the United States on January 15, 2018"
Christopher Harris,5.0 out of 5 stars,"
I cannot view the 'behind the scenes' workings of power the same anymore. I am grateful to have found this gem of a book.
","Reviewed in the United States on October 24, 2018"
Christopher Walls,5.0 out of 5 stars,"
Great product
","Reviewed in the United States on February 13, 2019"
Fred E.,5.0 out of 5 stars,"
If you want to be a power play, and understand boardroom politics, this book is for you.
","Reviewed in the United States on October 14, 2017"
Gary,5.0 out of 5 stars,"
Great book. Was in excellent condition
","Reviewed in the United States on November 5, 2018"
Stephy Kantu,5.0 out of 5 stars,"
Excellent conditions and what a great book.
","Reviewed in the United States on August 15, 2015"
mario tavarez,5.0 out of 5 stars,"
Nice
","Reviewed in the United States on July 29, 2016"
Kenneth Maucha,5.0 out of 5 stars,"
Great rendition on how to relate to people
","Reviewed in the United States on August 23, 2015"
Savage Level 9000,5.0 out of 5 stars,"
People may change but the drive never does. Highly recommend..crazy fast reliever. A+++ seller!
","Reviewed in the United States on August 29, 2018"
Amazon Customer,5.0 out of 5 stars,"
Got to be the best book I've ever came upon. If you want to go somewhere in life, and I mean be somebody. This book is for you.
","Reviewed in the United States on December 18, 2017"
tony muhammad,5.0 out of 5 stars,"
Knowledge is power
","Reviewed in the United States on July 31, 2020"
Cindy,5.0 out of 5 stars,"
Excellent read!!!
","Reviewed in the United States on March 3, 2016"
William Grubbs,5.0 out of 5 stars,"
A great book.. A must read for young folk entering the workforce
","Reviewed in the United States on June 15, 2018"
Alex B,5.0 out of 5 stars,"
A must read, simple as that.
","Reviewed in the United States on February 29, 2016"
Nancy,5.0 out of 5 stars,"
Great book.  Interesting.
","Reviewed in the United States on February 13, 2015"
Amazon Customer,5.0 out of 5 stars,"
Excellent book- breaks every law down with historical anecdotes that show how to use or not use that particular law.
","Reviewed in the United States on February 14, 2018"
NT,5.0 out of 5 stars,"
A great read - both at the time, and as a future resource. It explains so much and yet it's just an introduction to critical thinking, self analysis, and general improvement.
","Reviewed in the United States on February 21, 2015"
Brittany Polk,5.0 out of 5 stars,"
I'm glad I purchased this book. It gives a lot of insight and examples on the way power works on various situations. I find it especially useful when applying it to certain aspects of my life and use it to handle situations better. I usually pick a tops that is relevant to me at the current moment and go through the book like that. I recommend this to anyone who wants to get a better understanding of how power works.
","Reviewed in the United States on March 18, 2015"
Elijah Willis,5.0 out of 5 stars,"
Great Book, a must read!
","Reviewed in the United States on April 1, 2015"
V. L. Scafuto,5.0 out of 5 stars,"
Great book. I could not put it down !!!
","Reviewed in the United States on January 26, 2018"
Ashley,5.0 out of 5 stars,"
I love it!! One of my favorite books
","Reviewed in the United States on December 24, 2019"
Sean Lawrence,5.0 out of 5 stars,"
Awesome book! Must read for anyone who wants success!
","Reviewed in the United States on April 20, 2015"
SneekiBreeki,5.0 out of 5 stars,"
Even if you think you are pretty smart or even a mastermind-this book will teaches you to many new stuff that will come very handy since the day you have learned it. I naturally don't read books and I'm a gamer guy and this book is so good I'm reading the book just like how 8 year old kid plays Minecraft lol. reply if you have any questions or if you want to play DOTA 2 with me.
","Reviewed in the United States on February 10, 2017"
Delight,5.0 out of 5 stars,"
I was going threw a lot lately and my son inter ducted me to this book to read, he a very bright young man, and thought I should read this book for strength, power, and to live my life. I'm really enjoying this book.
","Reviewed in the United States on April 22, 2014"
JJ,5.0 out of 5 stars,"
This book is very interesting I bought it for someone as a gift and they love it thanks again you guys
","Reviewed in the United States on February 28, 2014"
Carlos Arauz-Pacheco,5.0 out of 5 stars,"
Fun to read and practical advice throughout the book, I recommend it for young people, students, managers
","Reviewed in the United States on November 25, 2015"
Carolina Estrada-Tague,3.0 out of 5 stars,"




                    The media could not be loaded.
                



 I loved the beginning, only 5 pages, the rest I feel like they are short  stories, like examples.however Im not one to decide. and to be honest? I have not made my mind if it is a book to learn on how to behave? or how to manipulate… 😂😂😂😂
","Reviewed in the United States on September 4, 2021"
lcolombo,5.0 out of 5 stars,"
One of my top three books of all time. Robert Greene provides some of the best insight into how the world works in this book. Also recommend, Art of seduction and his other books as well.
","Reviewed in the United States on June 5, 2013"
Reuben,5.0 out of 5 stars,"
I heard this book was a good read and I must say I enjoyed it. I read it cover to cover, walking away from the book with a bit of a new perspective. I never read any Robert Greene books and this was an amazing introduction to this author. I look forward to reading ""the art of seduction"" next.
","Reviewed in the United States on October 8, 2014"
Kindle Customer's ramo,5.0 out of 5 stars,"
Love it
","Reviewed in the United States on July 7, 2019"
Chris Whitted,5.0 out of 5 stars,"
It's my favorite go to book when ever I need a new plan that actually works.
","Reviewed in the United States on January 21, 2016"
Kindle Customer,5.0 out of 5 stars,"
Excellent read and very thought provoking.  A combination of laws and application.  Scary in a way.
","Reviewed in the United States on June 11, 2016"
CMURR,5.0 out of 5 stars,"
If you observe these Laws, this book will tangibly change your life forever, for the better.
","Reviewed in the United States on June 18, 2017"
Sebastien Richard,5.0 out of 5 stars,"
The 48 Laws of Power blew my mind - literally. Robert Greene provides us with such powerful insights into the psyche and motivations of men - even the uglier ones. His study of sociology, psychology, and history, is in my opinion, unparalleled. Get this book - NOW!
","Reviewed in the United States on July 13, 2017"
Juan,5.0 out of 5 stars,"
Totalmente nuevo
","Reviewed in the United States on July 22, 2019"
UserName,5.0 out of 5 stars,"
Greatest book ever!
","Reviewed in the United States on April 1, 2015"
K. Davis,5.0 out of 5 stars,"
I love Robert Greene's books. They are so well researched and yet they manage to be entertaining and useful at the same time (rather than academically dry).Lots of examples to illustrate each power law.
","Reviewed in the United States on November 21, 2013"
nearsidefeb,5.0 out of 5 stars,"
Very fun read and yet informative.  This more like a manual but highlighted with interesting stories.  Once you finish reading it, it becomes a reference utility.  48 is a lot.  It may be wise to read it slowly since you want to be able to really recall the material.  I think a shorted version with the more valuable laws may have a better pace.
","Reviewed in the United States on June 25, 2015"
Aurelia,5.0 out of 5 stars,"
This book was great, it provide me alot of insight
","Reviewed in the United States on October 17, 2015"
Tea Sea,5.0 out of 5 stars,"
Living in Washington, DC this book seems to be the ""Bible"" for everyone I see and talk to.  Not only is it a great ""how to"" but it also has a great ""how to counter"" section.
","Reviewed in the United States on April 30, 2013"
Johnny,5.0 out of 5 stars,"
New condition
","Reviewed in the United States on December 21, 2014"
GERMAN VELASCO,5.0 out of 5 stars,"
It is an awesome book, that will help you to understand the world, the military decisions, an the political crazy world. Will open your eyes, and help you to avoid to be a sheep into this wolves world.
","Reviewed in the United States on April 1, 2015"
Kyle Hay,5.0 out of 5 stars,"
Obsessed with all Robert Greene books! Highly recommend them all
","Reviewed in the United States on February 4, 2019"
Samuel Clemens,5.0 out of 5 stars,"
This book could easily be called the 48 Laws of human relationships or 48 laws of success. It is fantastic, an easy read too. Very informative and interesting, especially if you like history.
","Reviewed in the United States on March 22, 2011"
P Perez,5.0 out of 5 stars,"
This book is very interesting if you like to read. Great book and shipping was on time with prime
","Reviewed in the United States on August 26, 2016"
Marie A. Twarog,5.0 out of 5 stars,"
This book is awesome. Not only does it provide you with strategies, but it includes examples of real life situations where the strategies were used.
","Reviewed in the United States on February 13, 2016"
Amazon Customer,5.0 out of 5 stars,"
Amazing book filled with numerous examples of each “law” that force you to think and grow.
","Reviewed in the United States on October 22, 2018"
Justin S.,5.0 out of 5 stars,"
Offers a lot of great advice and perspective. A worthwhile read. Some information in the book is more valuable than others.
","Reviewed in the United States on August 15, 2013"
Christopher Charles,5.0 out of 5 stars,"
Very well thought out.Power can be used for good, and it can be used for evil... The laws of power don't change.
","Reviewed in the United States on July 19, 2015"
Jose Feliciano,1.0 out of 5 stars,"
I returned this book because the lettering where too small and required effort to read due to the size of fonts.
","Reviewed in the United States on December 18, 2019"
Eric Duran,5.0 out of 5 stars,"
book is perfect, fast shipping, THANK YOU!
","Reviewed in the United States on February 22, 2015"
Charlise Vincent,5.0 out of 5 stars,"
it was a gift heard no complaints
","Reviewed in the United States on January 19, 2017"
Candi Durusu,4.0 out of 5 stars,"
You become the animal that you feed, and it’s yours alone to deal with when all is done, no one else’s.  The book did give me some explanations of the behavior of others that make a lot of sense. If power is about stealing and obtaining something you don’t have, undermining others, I’m going to seek out those who nurture and build things into existence from what previously did not seem apparent. There is the real wealth. Where are the power seekers going to obtain their wealth after they have mined all the human capital if someone isn’t nurturing it somewhere?
","Reviewed in the United States on February 23, 2022"
edhintze,5.0 out of 5 stars,"
I love the way he uses the history to explain the laws of power.It's really worth it. Very recommended.
","Reviewed in the United States on April 15, 2014"
monet1228,5.0 out of 5 stars,"
Must read
","Reviewed in the United States on December 31, 2014"
maytham,5.0 out of 5 stars,"
I bought this book and I can not wait to read it :)
","Reviewed in the United States on September 19, 2016"
Ronald Perez,5.0 out of 5 stars,"
The sort of book you can read multiple times and each time learn something new. Gain a new perspective.
","Reviewed in the United States on May 16, 2018"
Bernard Hunt,5.0 out of 5 stars,"
Very interesting book. It is a stiff read. Each chapter is a different lesson, so it works well to read a chapter or two at a time and then come back later. If you are involved in corporate politics, you owe it to yourself to read this book.
","Reviewed in the United States on March 26, 2016"
Claude Saint-Cyr,5.0 out of 5 stars,"
Great Book! Thanks
","Reviewed in the United States on August 5, 2015"
Amazon Customer,5.0 out of 5 stars,"
Great Book
","Reviewed in the United States on February 14, 2020"
Frank Delgado,5.0 out of 5 stars,"
Excellent reading...
","Reviewed in the United States on October 17, 2015"
D'Asia Woods,1.0 out of 5 stars,"
I didn’t like the way this book made me feel . You do not want to be a control freak
","Reviewed in the United States on January 18, 2021"
Wilma26,1.0 out of 5 stars,"
This is a book about how to be a terrible person in order to get ahead in life. If thats the kind of person you want to be then read it. But it I could not even get half way through the book before throwing it in revulsion at what it suggests you do to get ahead in life. Basically lie cheat do whatever you have to do in order to get what you want no matter who you hurt.
","Reviewed in the United States on January 6, 2018"
Pattisguilfordgardenct,4.0 out of 5 stars,"
This is an interesting read and I enjoyed it. This book is not for everyone and I can understand the one star reviews.  However, it is the world we live in unfortunately and sometimes one must behave in a manner that others find detestable to get ahead. I will buy again if needed.
","Reviewed in the United States on November 13, 2017"
Amazon Customer,5.0 out of 5 stars,"
great book
","Reviewed in the United States on April 5, 2016"
Kimmy,5.0 out of 5 stars,"
Amazing book. Really good for a read through but better as a reference. Immediately after reading it you see how it applies to your life.
","Reviewed in the United States on November 24, 2014"
dionco johnson,5.0 out of 5 stars,"
For any leader that wishes to become a greater leader. A must have.
","Reviewed in the United States on August 15, 2017"
Anthony,5.0 out of 5 stars,"
Now im not saying everyone should act these out in real life... However I think its good to know that others may be doing this around you, its really helpful to be socially aware of your peers. you never know, you may just be their scape goat.
","Reviewed in the United States on October 11, 2016"
Amazon Customer,5.0 out of 5 stars,"
for a person who works in management, this is one of the best book I have read that has helped me.
","Reviewed in the United States on February 3, 2017"
Mohamad,5.0 out of 5 stars,"
Very beneficial
","Reviewed in the United States on September 7, 2019"
Ray,5.0 out of 5 stars,"
amzing read for anyone with a keen interst in history politics and psychology,this book will change your perspective on life in a positive way.life is a game,you just gotta know how to play it ;)
","Reviewed in the United States on July 9, 2012"
Katie,5.0 out of 5 stars,"
Thank You !
","Reviewed in the United States on August 19, 2014"
Jason King,5.0 out of 5 stars,"
With in the first few pages you will be enlightened and want to start implementing what you are learning. Just the pretext and headings of each chapter is empowering. If you struggle with how to get what you want or what you deserve in life, this book is defiantly for you!
","Reviewed in the United States on June 14, 2021"
K.L.,5.0 out of 5 stars,"
Excellent read with tons of useful information to propel one to the top of the political/business food chain.Definitely info not suited for the faint hearted.
","Reviewed in the United States on March 10, 2022"
Marlon,5.0 out of 5 stars,"
I could write A LOT of great things about this book, but I'll just keep it simple:Wether you think you're interested in power or not, you have to read this book.Because from the moment you begin to read it, you'll (a) have your mind blow and (b) begin to truly understand what motivates people.Some of the rules will seem natural to you (i.e. Don't bite the hand that feeds), but others are far more eloquent.If you learn these lessons - truly learn them - you will avoid countless problems, and will come out the winner in a power struggle. Hands down.
","Reviewed in the United States on February 20, 2016"
Y. O.,1.0 out of 5 stars,"
Hate this book. Came highly recommended. But it is vile and cutthroat. Save us all from people who use this. Very negative view of people and the world. Maybe a good book for politicians, people with no conscience, or the devil?
","Reviewed in the United States on January 11, 2018"
Ryan H.,5.0 out of 5 stars,"
I do not agree with alot of the ideas shared in this book because I believe any form of planning against others is the highest form of disrespect but I like to get incite into how others think so I can know to be careful.
","Reviewed in the United States on June 11, 2021"
chef,5.0 out of 5 stars,"
As I read this book I began to see how the laws were being utilized by people In our everyday lives. This book is a book on life as well as business. Pure greatness!!
","Reviewed in the United States on May 17, 2022"
Amazon Customer,5.0 out of 5 stars,"
Excellent book. One it arrived in excellent condition. Two, regarding its content - I tend to use the right side of my brain more then my left. The book gave me perspective I hadn’t considered. Or perhaps I had and hearing someone else say it validated as the book uses historical facts to defend each law of power. If you are a righty like me, and would like to become more intouch with your right I recommend it. Too much if any one type of thinking can provoke us to be radical, always healthy to keep an open mind and consider the opposition. Also, don’t read ahead! ;-)
","Reviewed in the United States on January 15, 2019"
Amazon Customer,5.0 out of 5 stars,"
Though I do not enjoy power, I am forced to it's game whether I like it or not. Hopefully, as my journey continues, I do not become the beast. Thank you for helping me understand the world where Noone else could.
","Reviewed in the United States on June 18, 2022"
M. A. ZAIDI,5.0 out of 5 stars,"
The book deals with each of the 48 laws with a very wide selection of parables, myths, anecdotes and stories from all over the world and form all times, illustrating the unchanging dynamics of power over the centuries. It features Chinese warlords, Roman and renaissance-Italian power-mongers, American and European conmen, famous courtiers from the French courts before the Revolution, and even musings by Thomas Edison. And of course, the book pays tribute to the power-writer of all time, Niccolo Machiavelli.Learning the game of power requires a certain way of looking at situations and shift of perspective. To master the art takes effort, which requires certain basic skills, once mastered one is able to apply the laws of power.  The most fundamental of this skill is the ability to master your emotions.  An emotional response to a situation is the greatest barrier to power, a mistake that will cost you a lot more than any temporary satisfaction you may gain by expressing your feelings.  Emotions cloud reason, and if you cannot see the situation clearly, you cannot prepare for and respond to it with any degree of control.Anger is the most destructive of the emotional responses, for it clouds your vision the most.  It has a ripple effect that invariable makes situation less controllable and heightens your enemy's resolve.  Love and emotions are potentially destructive in that they blind you to the often self-serving interests of those whom you least suspect.The writings by Greene are an essential guide to power play.  They can help one be astute, alert, manipulative, cunning and provide an ability to strategize with the end goal in mind.  A clear grasp and understanding of the situation is a must.  The rhythm of power requires an alteration of force and cunning.  Too much force creates a counter-reaction; too much cunning no matter how well thought makes it predictable.The 48 Laws of Power is very cynical and depicts a world without mercy. The book is written in a manner so as to inspire the reader to achieve great power with an iron fist by talking directly to the reader, much like a self-help tape. Despite this belligerent and unabating tone, and the fact that it takes over 500 pages to get through all the laws, it is very readable, very clear in its message and the laws in it are not to be easily refuted.
","Reviewed in the United States on December 2, 2003"
Liv,5.0 out of 5 stars,"
WOW.  Awesome. Painfully true and extremely enlightening. The best 'self help' book thus far and believe me I've read a many of them lol. At first I was skeptical about this book but this is by far the BEST life lesson I have learned thus far.  Please don't misunderstand I'm all about/for peace and love, etc. etc. but if you live on this universe, you're going to need these laws for the people who aren't for/about peace and love.
","Reviewed in the United States on July 1, 2016"
Denis Dougherty,1.0 out of 5 stars,"
Horrible book! Great if you are trying to become a horrible human being.
","Reviewed in the United States on May 20, 2021"
Rick Sanchez,5.0 out of 5 stars,"
Lots of knowledge in this book definitely met my expectations,all i have to say but going to finish this .
","Reviewed in the United States on June 3, 2014"
Amazon Customer,5.0 out of 5 stars,"
Fantastic reading material
","Reviewed in the United States on April 30, 2018"
aL,5.0 out of 5 stars,"
Some of the laws are not charitable and are dictatorial, however it is an extremely interesting book! This book is a keeper!  We bought several copies for friends and family.  Great reference book.
","Reviewed in the United States on August 28, 2012"
D Barlotta,5.0 out of 5 stars,"
When you boil it all down this book is full of very good advice, now its up to me.
","Reviewed in the United States on August 4, 2017"
Dallas Whitcomb,5.0 out of 5 stars,"
One of the most influential books dealing with all types and demographics of people.
","Reviewed in the United States on February 8, 2016"
T Man 101,5.0 out of 5 stars,"
a very interesting book
","Reviewed in the United States on October 4, 2015"
Minh Do,5.0 out of 5 stars,"
very easy read, very useful in life
","Reviewed in the United States on October 10, 2015"
Amazon Customer,5.0 out of 5 stars,"
A must read! Brilliant the best book everHighly recommended
","Reviewed in the United States on March 16, 2018"
502simms,5.0 out of 5 stars,"
Too much filler, though the filler in the beginning was good it started getting useless and pointless toward the end.
","Reviewed in the United States on August 14, 2015"
Michael,5.0 out of 5 stars,"
LOVE THIS BOOK
","Reviewed in the United States on July 23, 2017"
Allyson,5.0 out of 5 stars,"
Awesome book, very informative!
","Reviewed in the United States on January 16, 2017"
Nikolajs Bogdanovs,5.0 out of 5 stars,"
great condition!
","Reviewed in the United States on May 15, 2018"
Christian Ortiz,5.0 out of 5 stars,"
The best book ever.
","Reviewed in the United States on October 27, 2015"
denisha,4.0 out of 5 stars,"
A colleague told me that she reads this book every year. I've heard great things about it for years now. I got it in the mail this morning. I'm just flipping through the book at the moment, but I've found some of it to be funny, harsh, and thought-provoking. It's keeping me engaged, so I'll give it a 4.5
","Reviewed in the United States on April 18, 2021"
Eryn,5.0 out of 5 stars,"
Everyone should read this book!  It's a good read and a good life lesson.
","Reviewed in the United States on December 23, 2014"
Chad Craney,1.0 out of 5 stars,"
This is just a creative journal, this isn't the book 48 Laws of Power by Robert and Joost Elffers Greene. It has NOTHING inside the pages, which they clearly don't tell you.Returning the book was no issue. It doesn't match with the product description so go ahead and look at a real book store if you're wanting to buy a book like this. Sometimes you never know what you're going to get and this is a prime example of it.
","Reviewed in the United States on January 29, 2022"
D Douma,5.0 out of 5 stars,"
Fantastic read. The stories from history where the rule was used makes for some very interesting stories.Well researched, and well written. A wealth of knowledge!
","Reviewed in the United States on October 26, 2014"
Erika Stewart,5.0 out of 5 stars,"
Good read
","Reviewed in the United States on May 28, 2018"
Emma,5.0 out of 5 stars,"
I guarantee you many things with this book. First, I know for a probable fact that every politician has read this book because they are right on the money. Second, I guarantee this book will make you re-think your life. Should you sacrifice your morals? Should you become the person you hate but secretly always wanted to be? If you want these things, definitely read this bad boy. It's a thicc one for sure. And it will get confusing. But it will be worth it.
","Reviewed in the United States on November 5, 2021"
the mellow one,5.0 out of 5 stars,"
48 laws of power, never felt sour after an hour or 48 its very coordinate the more I ate the greater I felt. Speaking of felt I never rly felt sour during my read of the book. Only read the first chapter and now I'm hooked like a fish falling for bait go for break go for broke take a toke to ease ur mind never find tranquility the minute we disagree expect fireworks.
","Reviewed in the United States on September 14, 2013"
Elza Parkinson de Castro,5.0 out of 5 stars,"
Covering a wide range of situations, it goes deeply inside human nature and its sometimes unexplored dark side. A  brilliant guide for our everyday life, helping us survive, fight and conquer.
","Reviewed in the United States on February 18, 2013"
Knowledge,5.0 out of 5 stars,"
Great condition and an amazing book
","Reviewed in the United States on August 28, 2018"
Anthony Shephard,5.0 out of 5 stars,"
All I can say is that if read and understood properly, one may create opportunities for themselves that they thought were never possible.
","Reviewed in the United States on October 27, 2014"
Anonymous,5.0 out of 5 stars,"
Absolutely brilliant and classic. Read it if you want to take over the world.
","Reviewed in the United States on October 26, 2016"
Michael,5.0 out of 5 stars,"
Everyone should own this book.
","Reviewed in the United States on October 11, 2015"
mike k,3.0 out of 5 stars,"
I bought this book because a couple co-workers talked about it  and I wanted to be able to recognize these techniques and defend myself.  The book is full of ways to screw over your coworkers and loose your friends.  Now that I read it, I can see that many people in power use many of these techniques.
","Reviewed in the United States on October 2, 2021"
san,5.0 out of 5 stars,"
If you can't handle the truth,  don't read this book.  The foundation and logic in this book applies to economy.Those who play by the rules, will be consumed by those who don't.  Sad but true...
","Reviewed in the United States on May 2, 2017"
BRANDON GOMEZ,5.0 out of 5 stars,"
This book was very interesting to say the least.I’ve heard of this book multiple times by different sources and so I finally got it.The layout of the book is very good as it explains principles to attain power (or what to avoid) and gives real world examples of people that followed these laws (or didn’t and showed their downfall).Some of these are very powerful techniques and methods and are surprisingly relevant even in todays world.Definitely recommend if you are a businessman, entrepreneur, world leader, or wanting to elevate your status in life!
","Reviewed in the United States on February 18, 2022"
Pen Name,5.0 out of 5 stars,"
Very excellent book if you're the kind of person that doesn't appreciate history lessons, this book will change you're attitude about that.
","Reviewed in the United States on February 8, 2015"
john kennard,4.0 out of 5 stars,"
I'm using this book for recreational purposes.
","Reviewed in the United States on March 2, 2021"
Hal 9000,5.0 out of 5 stars,"
This is a very serious book. It provides a moral/ethical compass for any individual who is open to improve. Many of the insights I have lived through, it would have been much easier in my life if I would have had this to give me lessons and prevent me from making many Socially stunted mistakes. I also have the original paperback, it is like having 3 books in one- there are so many footnote and great discussions.
","Reviewed in the United States on January 10, 2022"
Amazon Customer,5.0 out of 5 stars,"
Outstanding
","Reviewed in the United States on October 7, 2016"
Connie Powers,5.0 out of 5 stars,"
Realistic views; extremely interesting!
","Reviewed in the United States on February 4, 2016"
Gaadis,5.0 out of 5 stars,"
Bought this book on the recommendation of a friend. Love it. I received the book in good condition (new) as stated prior to purchase.Will definitely recommend this book.
","Reviewed in the United States on July 19, 2011"
Tbz,2.0 out of 5 stars,"
This popped up while I was tying to buy The Art Of War, so I bought it along side. For some reason  I had the idea going in that this was an ACTUAL 48 step guide used by world leaders. But in actuality it’s some random author’s manipulation bible, using history as a crutch. I guess I could see the 48 Laws being useful to a dictator, or a king, or really anyone in a position where power is necessary for survival. However to the average person, it holds little or no merit at all. These laws are wrong and unhealthy in everyday practice. personally would have at least wanted something written by a historical figure. The Art Of War gives me a direct look inside the mind of an ancient warlord and Without that that 48 Laws Of Power just feels more like a manipulator awareness book.
","Reviewed in the United States on April 28, 2022"
Amazon Customer,5.0 out of 5 stars,"
Reading
","Reviewed in the United States on March 25, 2019"
